PLAYER,YEAR,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
359BrandonB IngeInge3B359‌‌‌,2004,DET,131,408,43,117,15,7,13,64,32,72,5,4,.287,.340,.453,.793
359JamesJ McCannMcCannC359‌‌‌,2017,DET,106,352,39,89,14,2,13,49,26,89,1,0,.253,.318,.415,.733
359TonyT ClarkClark1B359‌‌‌,2000,DET,60,208,32,57,14,0,13,37,24,51,0,0,.274,.349,.529,.878
359PinkyP HigginsHiggins3B359‌‌‌,1940,DET,131,480,70,130,24,3,13,76,61,31,4,2,.271,.357,.415,.772
359CharlieC GehringerGehringer2B359‌‌‌,1929,DET,155,634,131,215,45,19,13,106,64,19,27,9,.339,.405,.532,.937
397HankH GreenbergGreenberg1B397‌‌‌,1933,DET,117,449,59,135,33,3,12,87,46,78,6,2,.301,.367,.468,.835
397DickD WakefieldWakefieldLF397‌‌‌,1946,DET,111,396,64,106,11,5,12,59,59,55,3,5,.268,.364,.412,.776
397HowardH JohnsonJohnson3B397‌‌‌,1984,DET,116,355,43,88,14,1,12,50,40,67,10,6,.248,.324,.394,.718
397DonD WertWert3B397‌‌‌,1968,DET,150,536,44,107,15,1,12,37,37,79,0,3,.200,.258,.299,.557
397ShaneS HalterHalter3B397‌‌‌,2001,DET,136,450,53,128,32,7,12,65,37,100,3,3,.284,.344,.467,.811
397ShaneS HalterHalter3B397‌‌‌,2003,DET,114,360,33,78,5,2,12,30,27,77,2,3,.217,.269,.342,.611
397HarveyH KuennKuennSS397‌‌‌,1956,DET,146,591,96,196,32,7,12,88,55,34,9,5,.332,.387,.470,.857
397TyT CobbCobbCF397‌‌‌,1921,DET,128,507,124,197,37,16,12,101,56,19,22,15,.389,.452,.596,1.048
397JuanJ EncarnacionEncarnacionRF397‌‌‌,2001,DET,120,417,52,101,19,7,12,52,25,93,9,5,.242,.292,.408,.700
397CarlosC PenaPena1B397‌‌‌,2002,DET,75,273,31,69,13,4,12,36,26,73,2,2,.253,.321,.462,.783
397EarlE TorgesonTorgeson1B397‌‌‌,1956,DET,117,318,61,84,9,3,12,42,78,47,6,4,.264,.406,.425,.831
397RayR BooneBoone1B397‌‌‌,1957,DET,129,462,48,126,25,3,12,65,57,47,1,1,.273,.353,.418,.771
397DickD McAuliffeMcAuliffe2B397‌‌‌,1970,DET,146,530,73,124,21,1,12,50,101,62,5,6,.234,.358,.345,.703
397RuppertR JonesJonesLF397‌‌‌,1984,DET,79,215,26,61,12,1,12,37,21,47,2,4,.284,.346,.516,.862
397RondellR WhiteWhiteLF397‌‌‌,2005,DET,97,374,49,117,24,3,12,53,17,48,1,0,.313,.348,.489,.837
397DickD WakefieldWakefieldLF397‌‌‌,1944,DET,78,276,53,98,15,5,12,53,55,29,2,2,.355,.464,.576,1.040
397BobbyB HigginsonHigginsonRF397‌‌‌,1999,DET,107,377,51,90,18,0,12,46,64,66,4,6,.239,.351,.382,.733
397ChetC LemonLemonCF397‌‌‌,1986,DET,126,403,45,101,21,3,12,53,39,53,2,1,.251,.326,.407,.733
397MattM JoyceJoyceLF397‌‌‌,2008,DET,92,242,40,61,16,3,12,33,31,65,0,2,.252,.339,.492,.831
397BillB FreehanFreehanC397‌‌‌,1966,DET,136,492,47,115,22,0,12,46,40,72,5,2,.234,.294,.352,.646
397FrankF HowardHowardDH397‌‌‌,1973,DET,85,227,26,58,9,1,12,29,24,28,0,1,.256,.327,.463,.790
397GlennG WilsonWilsonCF397‌‌‌,1982,DET,84,322,39,94,15,1,12,34,15,51,2,3,.292,.322,.457,.779
397DickD McAuliffeMcAuliffe2B397‌‌‌,1973,DET,106,343,39,94,18,1,12,47,49,52,0,4,.274,.366,.437,.803
397JimJ NorthrupNorthrupRF397‌‌‌,1973,DET,119,404,55,124,14,7,12,44,38,41,4,4,.307,.366,.465,.831
397PeteP FoxFoxRF397‌‌‌,1937,DET,148,628,116,208,39,8,12,82,41,43,12,8,.331,.372,.476,.848
397MikieM MahtookMahtookCF397‌‌‌,2017,DET,109,348,50,96,15,6,12,38,23,79,6,0,.276,.330,.457,.787
397RonR LeFloreLeFloreCF397‌‌‌,1978,DET,155,666,126,198,30,3,12,62,65,104,68,16,.297,.361,.405,.766
397DickD KryhoskiKryhoski1B397‌‌‌,1951,DET,119,421,58,121,19,4,12,57,28,29,1,2,.287,.335,.437,.772
397LuisL SalazarSalazarLF397‌‌‌,1988,DET,130,452,61,122,14,1,12,62,21,70,6,0,.270,.305,.385,.690
397MiltM MayMayC397‌‌‌,1977,DET,115,397,32,99,9,3,12,46,26,31,0,0,.249,.291,.378,.669
397DickD McAuliffeMcAuliffe2B397‌‌‌,1962,DET,139,471,50,124,20,5,12,63,64,76,4,2,.263,.349,.403,.752
397CharlieC GehringerGehringer2B397‌‌‌,1933,DET,155,628,103,204,42,6,12,105,68,27,5,4,.325,.393,.468,.861
397MagglioM OrdonezOrdonezRF397‌‌‌,2010,DET,84,323,56,98,17,1,12,59,40,38,1,0,.303,.378,.474,.852
397EddieE LakeLakeSS397‌‌‌,1947,DET,158,602,96,127,19,6,12,46,120,54,11,10,.211,.343,.322,.665
397PatP MullinMullinLF397‌‌‌,1949,DET,104,310,55,83,8,6,12,59,42,29,1,2,.268,.357,.448,.805
397JohnnyJ GrothGrothCF397‌‌‌,1950,DET,157,566,95,173,30,8,12,85,95,27,1,5,.306,.407,.451,.858
397BrennanB BoeschBoeschRF397‌‌‌,2012,DET,132,470,52,113,22,2,12,54,26,104,6,3,.240,.286,.372,.658
397JarrodJ SaltalamacchiaSaltalamacchiaC397‌‌‌,2016,DET,92,246,30,42,5,1,12,38,41,104,0,0,.171,.284,.346,.630
397VictorV MartinezMartinezDH397‌‌‌,2011,DET,145,540,76,178,40,0,12,103,46,51,1,0,.330,.380,.470,.850
397AustinA JacksonJacksonCF397‌‌‌,2013,DET,129,552,99,150,30,7,12,49,52,129,8,4,.272,.337,.417,.754
