PLAYER,YEAR,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
318ScottS PodsednikPodsednikCF318‌‌‌,2003,MIL,154,558,100,175,29,8,9,58,56,91,43,10,.314,.379,.443,.822
318TurnerT WardWardCF318‌‌‌,1994,MIL,102,367,55,85,15,2,9,45,52,68,6,2,.232,.328,.357,.685
318HernánH PérezPérez2B318‌‌‌,2018,MIL,132,316,36,80,11,2,9,29,17,71,11,3,.253,.290,.386,.676
318KeonK BroxtonBroxtonCF318‌‌‌,2016,MIL,75,207,28,50,10,1,9,19,36,88,23,4,.242,.354,.430,.784
318FranklinF StubbsStubbs1B318‌‌‌,1992,MIL,92,288,37,66,11,1,9,42,27,68,11,8,.229,.297,.368,.665
318DarrylD HamiltonHamiltonRF318‌‌‌,1993,MIL,135,520,74,161,21,1,9,48,45,62,21,13,.310,.367,.406,.773
318J.J.J HardyHardySS318‌‌‌,2005,MIL,124,372,46,92,22,1,9,50,44,48,0,0,.247,.327,.384,.711
318JeddJ GyorkoGyorko1B318‌‌‌,2020,MIL,43,117,19,29,3,0,9,17,15,38,0,0,.248,.333,.504,.837
318GabeG GrossGrossX318‌‌‌,2006,MIL,117,208,42,57,15,0,9,38,36,60,1,0,.274,.382,.476,.858
318TommyT HarperHarper2B318‌‌‌,1969,SEA,148,537,78,126,10,2,9,41,95,90,73,18,.235,.349,.311,.660
318ChristianC YelichYelichLF318‌‌‌,2021,MIL,117,399,70,99,19,2,9,51,70,113,9,3,.248,.362,.373,.735
318DamianD MillerMillerC318‌‌‌,2005,MIL,114,385,50,105,25,1,9,43,37,94,0,1,.273,.340,.413,.753
318PaulP MolitorMolitor2B318‌‌‌,1979,MIL,140,584,88,188,27,16,9,62,48,48,33,13,.322,.372,.469,.841
318PaulP MolitorMolitor2B318‌‌‌,1980,MIL,111,450,81,137,29,2,9,37,48,48,34,7,.304,.372,.438,.810
318RickieR Weeks Jr.Weeks2B318‌‌‌,2009,MIL,37,147,28,40,5,2,9,24,12,39,2,2,.272,.340,.517,.857
318BrianB AndersonAnderson3B318‌‌‌,2023,MIL,96,318,38,72,12,3,9,40,36,108,1,3,.226,.310,.368,.678
318BillB HallHall2B318‌‌‌,2004,MIL,126,390,43,93,20,3,9,53,20,119,12,6,.238,.276,.374,.650
318RobinR YountYountCF318‌‌‌,1986,MIL,140,522,82,163,31,7,9,46,62,73,14,5,.312,.388,.450,.838
318JeffJ CirilloCirillo3B318‌‌‌,1995,MIL,125,328,57,91,19,4,9,39,47,42,7,2,.277,.371,.442,.813
318ErnestE RilesRilesSS318‌‌‌,1986,MIL,145,524,69,132,24,2,9,47,54,80,7,7,.252,.321,.357,.678
318GerardoG ParraParraLF318‌‌‌,2015,MIL,100,323,53,106,24,5,9,31,20,57,9,3,.328,.369,.517,.886
318JeffreyJ HammondsHammondsCF318‌‌‌,2002,MIL,128,448,47,115,26,5,9,41,52,86,4,5,.257,.332,.397,.729
318ScooterS GennettGennett2B318‌‌‌,2014,MIL,137,440,55,127,31,3,9,54,22,67,6,3,.289,.320,.434,.754
318MannyM PiñaPiñaC318‌‌‌,2017,MIL,107,330,45,92,21,0,9,43,20,79,2,0,.279,.327,.424,.751
318MannyM PiñaPiñaC318‌‌‌,2018,MIL,98,306,39,77,13,2,9,28,21,62,2,0,.252,.307,.395,.702
318BobbyB HughesHughesC318‌‌‌,1998,MIL,85,218,28,50,7,2,9,29,16,54,1,2,.229,.284,.404,.688
318DaleD SveumSveumSS318‌‌‌,1988,MIL,129,467,41,113,14,4,9,51,21,122,1,0,.242,.274,.347,.621
318GeoffG JenkinsJenkinsLF318‌‌‌,1998,MIL,84,262,33,60,12,1,9,28,20,61,1,3,.229,.288,.385,.673
318RobinR YountYountSS318‌‌‌,1978,MIL,127,502,66,147,23,9,9,71,24,43,16,5,.293,.323,.428,.751
318SalS BandoBando3B318‌‌‌,1979,MIL,130,476,57,117,14,3,9,43,57,42,2,0,.246,.330,.345,.675
318CharlieC HayesHayes3B318‌‌‌,2000,MIL,121,370,46,93,17,0,9,46,57,84,1,1,.251,.348,.370,.718
318GeorgeG KottarasKottarasC318‌‌‌,2010,MIL,67,212,24,43,12,1,9,26,33,44,2,0,.203,.305,.396,.701
318VictorV CaratiniCaratiniC318‌‌‌,2022,MIL,96,272,26,54,12,0,9,34,31,67,0,0,.199,.300,.342,.642
360RonnieR BelliardBelliard2B360‌‌‌,1999,MIL,124,457,60,135,29,4,8,58,64,59,4,5,.295,.379,.429,.808
360MikeM MathenyMathenyC360‌‌‌,1996,MIL,106,313,31,64,15,2,8,46,14,80,3,2,.204,.243,.342,.585
360CarlosC GómezGómezCF360‌‌‌,2011,MIL,94,231,37,52,11,3,8,24,15,64,16,2,.225,.276,.403,.679
360BobbyB DarwinDarwinLF360‌‌‌,1975,MIL,55,186,19,46,6,2,8,23,11,54,4,1,.247,.300,.430,.730
360GabeG KaplerKaplerCF360‌‌‌,2008,MIL,96,229,36,69,17,2,8,38,13,39,3,1,.301,.340,.498,.838
360StephenS VogtVogtC360‌‌‌,2017,MIL,45,122,13,31,7,0,8,20,5,25,0,0,.254,.281,.508,.789
360KevinK MenchMenchLF360‌‌‌,2007,MIL,101,288,39,77,20,3,8,37,16,21,3,1,.267,.305,.441,.746
360JackJ VoigtVoigtLF360‌‌‌,1997,MIL,72,151,20,37,9,2,8,22,19,36,1,2,.245,.331,.490,.821
360RobinR YountYountCF360‌‌‌,1993,MIL,127,454,62,117,25,3,8,51,44,93,9,2,.258,.326,.379,.705
360MartínM MaldonadoMaldonadoC360‌‌‌,2012,MIL,78,233,22,62,9,0,8,30,17,56,1,1,.266,.321,.408,.729
360JimJ EdmondsEdmondsCF360‌‌‌,2010,MIL,73,217,38,62,21,0,8,20,21,53,2,0,.286,.350,.493,.843
360JesúsJ AguilarAguilar1B360‌‌‌,2019,MIL,94,222,26,50,9,0,8,34,31,59,0,0,.225,.320,.374,.694
360RickieR Weeks Jr.Weeks2B360‌‌‌,2006,MIL,95,359,73,100,15,3,8,34,30,92,19,5,.279,.363,.404,.767
360WilliamW ContrerasContrerasC360‌‌‌,2024,MIL,51,204,43,68,15,1,8,42,25,46,3,0,.333,.408,.534,.942
360MikeM MoustakasMoustakas3B360‌‌‌,2018,MIL,54,195,20,50,12,0,8,33,19,40,1,1,.256,.326,.441,.767
360RobinR YountYountSS360‌‌‌,1979,MIL,149,577,72,154,26,5,8,51,35,52,11,8,.267,.308,.371,.679
360RickieR Weeks Jr.WeeksX360‌‌‌,2014,MIL,121,252,36,69,19,1,8,29,25,73,3,4,.274,.357,.452,.809
360RickR ManningManningLF360‌‌‌,1986,MIL,89,205,31,52,7,3,8,27,17,20,5,3,.254,.310,.434,.744
360CarlosC GómezGómezCF360‌‌‌,2015,MIL,74,286,42,75,20,1,8,43,23,70,7,6,.262,.328,.423,.751
360NorichikaN AokiAokiRF360‌‌‌,2013,MIL,155,597,80,171,20,3,8,37,55,40,20,12,.286,.356,.370,.726
360AaronA HillHill3B360‌‌‌,2016,MIL,78,254,34,72,11,0,8,29,30,43,4,2,.283,.359,.421,.780
360MikeM HeganHeganRF360‌‌‌,1969,SEA,95,267,54,78,9,6,8,37,62,61,6,5,.292,.427,.461,.888
360RonnieR BelliardBelliard2B360‌‌‌,2000,MIL,152,571,83,150,30,9,8,54,82,84,7,5,.263,.354,.389,.743
360JaceJ PetersonPeterson3B360‌‌‌,2022,MIL,113,288,44,68,14,2,8,34,33,85,12,1,.236,.316,.382,.698
