0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
PLAYERPLAYER,YEARYEAR,TEAMTEAM,GG,ABAB,RR,HH,2B2B,3B3B,caret-upcaret-downHRcaret-upcaret-downHR,RBIRBI,BBBB,SOSO,SBSB,CSCS,AVGAVG,OBPOBP,SLGSLG,OPSOPS
414WyattW MathisenMathisen1B414‌‌‌,2021,AZ,23,42,3,5,0,0,1,8,5,21,0,0,.119,.255,.190,.445
414RobbieR RayRayP414‌‌‌,2016,AZ,32,53,3,10,2,0,1,2,1,26,0,0,.189,.204,.283,.487
414AugieA OjedaOjeda2B414‌‌‌,2007,AZ,57,113,16,31,2,2,1,12,15,13,1,0,.274,.354,.354,.708
414StephenS VogtVogtC414‌‌‌,2020,AZ,26,72,6,12,5,0,1,7,8,18,0,0,.167,.247,.278,.525
414AugieA OjedaOjeda2B414‌‌‌,2009,AZ,103,264,38,65,17,3,1,16,32,28,3,1,.246,.340,.345,.685
414BrianB AndersonAndersonP414‌‌‌,1999,AZ,32,38,4,5,0,1,1,2,2,10,1,0,.132,.171,.263,.434
414JavierJ VazquezVazquezP414‌‌‌,2005,AZ,33,63,2,15,1,0,1,2,3,10,0,0,.238,.273,.302,.575
414HenryH RamosRamosRF414‌‌‌,2021,AZ,18,50,5,10,2,0,1,8,4,12,0,0,.200,.255,.300,.555
414LivanL HernandezHernandezP414‌‌‌,2007,AZ,34,75,9,16,1,0,1,5,0,7,0,0,.213,.211,.267,.478
414JoshJ WilsonWilson2B414‌‌‌,2013,AZ,30,60,9,12,1,1,1,4,5,17,0,0,.200,.262,.300,.562
414AbrahamA AlmonteAlmonteRF414‌‌‌,2019,AZ,17,31,11,9,3,1,1,4,7,8,0,0,.290,.421,.548,.969
414ChadC MoellerMoellerC414‌‌‌,2001,AZ,25,56,8,13,0,1,1,2,6,12,0,0,.232,.306,.321,.627
414MiguelM BatistaBatistaP414‌‌‌,2002,AZ,36,51,5,8,2,0,1,2,3,28,0,0,.157,.204,.255,.459
414KoyieK HillHillC414‌‌‌,2004,AZ,13,36,3,9,1,0,1,6,2,6,1,0,.250,.289,.361,.650
414KyleK LewisLewisDH414‌‌‌,2023,AZ,16,51,2,8,2,0,1,2,3,21,0,0,.157,.204,.255,.459
414TimT LocastroLocastroLF414‌‌‌,2019,AZ,91,212,38,53,12,2,1,17,14,44,17,0,.250,.357,.340,.697
414TimT LocastroLocastroCF414‌‌‌,2021,AZ,55,118,11,21,2,0,1,5,6,26,5,3,.178,.271,.220,.491
414OmarO DaalDaalP414‌‌‌,2000,AZ,20,27,2,7,1,0,1,4,1,3,0,0,.259,.286,.407,.693
414NolanN ReimoldReimoldLF414‌‌‌,2014,AZ,7,17,2,5,1,0,1,4,0,10,0,0,.294,.278,.529,.807
414CliffC PenningtonPenningtonSS414‌‌‌,2015,AZ,72,135,15,32,3,0,1,10,16,29,3,0,.237,.314,.281,.595
414JoshJ VanMeterVanMeter2B414‌‌‌,2020,AZ,12,36,6,7,2,0,1,5,4,8,0,0,.194,.293,.333,.626
414RogerR KieschnickKieschnickX414‌‌‌,2014,AZ,25,41,2,8,1,0,1,2,0,16,0,0,.195,.195,.293,.488
414WadeW MileyMileyP414‌‌‌,2013,AZ,34,60,2,8,3,0,1,8,1,16,0,0,.133,.148,.233,.381
414BrandonB AllenAllenLF414‌‌‌,2010,AZ,22,45,5,12,3,0,1,6,10,20,0,0,.267,.393,.400,.793
414CliffC PenningtonPenningtonSS414‌‌‌,2013,AZ,96,269,25,65,13,1,1,18,26,54,2,0,.242,.310,.309,.619
PLAYERPLAYER,YEARYEAR,TEAMTEAM,GG,ABAB,RR,HH,2B2B,3B3B,caret-upcaret-downHRcaret-upcaret-downHR,RBIRBI,BBBB,SOSO,SBSB,CSCS,AVGAVG,OBPOBP,SLGSLG,OPSOPS
414LennyL HarrisHarris3B414‌‌‌,2000,AZ,36,85,9,16,1,1,1,13,3,5,5,0,.188,.209,.259,.468
414LennyL HarrisHarrisX414‌‌‌,1999,AZ,19,29,2,11,1,0,1,7,0,1,1,0,.379,.367,.517,.884
414ÓscarO HernándezHernándezC414‌‌‌,2016,AZ,4,11,1,2,0,0,1,1,0,0,0,0,.182,.182,.455,.637
414AndyA FoxFox3B414‌‌‌,2000,AZ,31,86,10,18,4,0,1,10,4,16,2,1,.209,.244,.291,.535
414AndyA MarteMarte3B414‌‌‌,2014,AZ,6,16,1,3,0,0,1,3,0,3,0,0,.188,.188,.375,.563
414JohnJ HesterHesterC414‌‌‌,2009,AZ,15,28,4,7,2,0,1,4,2,7,0,0,.250,.300,.429,.729
414HanleyH FriasFriasX414‌‌‌,1998,AZ,15,23,4,3,0,1,1,2,0,5,0,0,.130,.130,.348,.478
414DrewD EllisEllis3B414‌‌‌,2021,AZ,28,69,10,9,2,0,1,5,10,27,0,0,.130,.277,.203,.480
414HumbertoH CastellanosCastellanosP414‌‌‌,2021,AZ,14,6,1,3,0,0,1,5,0,1,0,0,.500,.429,1.000,1.429
414AndyA GreenGreenX414‌‌‌,2006,AZ,73,86,15,16,4,0,1,6,13,20,1,0,.186,.293,.267,.560
414TuffyT GosewischGosewischC414‌‌‌,2015,AZ,38,128,9,27,6,0,1,13,8,23,2,1,.211,.261,.281,.542
414TuffyT GosewischGosewischC414‌‌‌,2014,AZ,41,129,6,29,8,0,1,7,3,24,0,0,.225,.242,.310,.552
414AndyA GreenGreen3B414‌‌‌,2004,AZ,46,109,13,22,2,1,1,4,5,17,1,1,.202,.241,.266,.507
414RyanR WheelerWheelerX414‌‌‌,2012,AZ,50,109,11,26,6,1,1,10,9,22,1,0,.239,.294,.339,.633
414MicahM OwingsOwingsP414‌‌‌,2008,AZ,36,52,7,15,2,0,1,3,5,21,0,0,.288,.351,.385,.736
414DanD HarenHarenP414‌‌‌,2009,AZ,37,73,6,18,5,0,1,10,3,22,0,0,.247,.269,.356,.625
517PatrickP CorbinCorbinP517‌‌‌,2015,AZ,16,25,1,3,0,0,0,3,3,11,0,0,.120,.214,.120,.334
517PatrickP CorbinCorbinP517‌‌‌,2016,AZ,38,49,7,15,3,1,0,4,1,14,0,1,.306,.320,.408,.728
517PatrickP CorbinCorbinP517‌‌‌,2017,AZ,35,56,6,7,0,1,0,0,6,28,0,0,.125,.210,.161,.371
