0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
175HubieH BrooksBrooksSS175‌‌‌,1986,MON,80,306,50,104,18,5,14,58,25,60,4,2,.340,.388,.569,.957
175WarrenW CromartieCromartieRF175‌‌‌,1982,MON,144,497,59,126,24,3,14,62,69,60,3,0,.254,.346,.398,.744
175HubieH BrooksBrooksSS175‌‌‌,1987,MON,112,430,57,113,22,3,14,72,24,72,4,3,.263,.301,.426,.727
175JoshJ BellBell1B175‌‌‌,2022,WSH,103,375,52,113,24,3,14,57,49,61,0,1,.301,.384,.493,.877
198JuanJ SotoSotoLF198‌‌‌,2020,WSH,47,154,39,54,14,0,13,37,41,28,6,2,.351,.490,.695,1.185
198RondellR WhiteWhiteCF198‌‌‌,1995,MON,130,474,87,140,33,4,13,57,41,87,25,5,.295,.356,.464,.820
198AndresA GalarragaGalarraga1B198‌‌‌,1987,MON,147,551,72,168,40,3,13,90,41,127,7,10,.305,.361,.459,.820
PLAYERPLAYER,YEARYEAR,TEAMTEAM,GG,ABAB,RR,HH,2B2B,3B3B,caret-upcaret-downHRcaret-upcaret-downHR,RBIRBI,BBBB,SOSO,SBSB,CSCS,AVGAVG,OBPOBP,SLGSLG,OPSOPS
198BryceB HarperHarperLF198‌‌‌,2014,WSH,100,352,41,96,10,2,13,32,38,104,2,2,.273,.344,.423,.767
198DmitriD YoungYoung1B198‌‌‌,2007,WSH,136,460,57,147,38,1,13,74,44,74,0,0,.320,.378,.491,.869
198DannyD EspinosaEspinosa2B198‌‌‌,2015,WSH,118,367,59,88,21,1,13,37,33,106,5,2,.240,.311,.409,.720
198RyanR ZimmermanZimmerman1B198‌‌‌,2018,WSH,85,288,33,76,21,2,13,51,30,55,1,1,.264,.337,.486,.823
198ElijahE DukesDukesRF198‌‌‌,2008,WSH,81,276,48,73,16,2,13,44,50,79,13,4,.264,.386,.478,.864
198MarkM ReynoldsReynolds1B198‌‌‌,2018,WSH,86,206,26,51,8,0,13,40,24,64,0,0,.248,.328,.476,.804
198BradB FullmerFullmer1B198‌‌‌,1998,MON,140,505,58,138,44,2,13,73,39,70,6,6,.273,.327,.446,.773
198BrianB GoodwinGoodwinCF198‌‌‌,2017,WSH,74,251,41,63,21,1,13,30,23,69,6,0,.251,.313,.498,.811
198MikeM JorgensenJorgensen1B198‌‌‌,1972,MON,113,372,48,86,12,3,13,47,53,75,12,13,.231,.332,.384,.716
198JoeyJ MenesesMeneses1B198‌‌‌,2022,WSH,56,222,33,72,14,0,13,34,15,52,1,0,.324,.367,.563,.930
198TimT WallachWallach3B198‌‌‌,1989,MON,154,573,76,159,42,0,13,77,58,81,3,7,.277,.341,.419,.760
198JoeyJ MenesesMenesesDH198‌‌‌,2023,WSH,154,611,71,168,36,1,13,89,38,130,0,0,.275,.321,.401,.722
198TimT WallachWallach3B198‌‌‌,1991,MON,151,577,60,130,22,1,13,73,50,100,2,4,.225,.292,.334,.626
198WillieW HarrisHarrisLF198‌‌‌,2008,WSH,140,367,58,92,14,4,13,43,50,66,13,3,.251,.344,.417,.761
198RonR FairlyFairly1B198‌‌‌,1971,MON,146,447,58,115,23,0,13,71,81,65,1,3,.257,.373,.396,.769
198OrlandoO CabreraCabreraSS198‌‌‌,2000,MON,125,422,47,100,25,1,13,55,25,28,4,4,.237,.279,.393,.672
198TonyA PerezPerez1B198‌‌‌,1979,MON,132,489,58,132,29,4,13,73,38,82,2,1,.270,.322,.425,.747
198HubieH BrooksBrooksSS198‌‌‌,1985,MON,156,605,67,163,34,7,13,100,34,79,6,9,.269,.310,.413,.723
198EllisE ValentineValentineRF198‌‌‌,1980,MON,86,311,40,98,22,2,13,67,25,44,5,5,.315,.367,.524,.891
198TreaT TurnerTurnerCF198‌‌‌,2016,WSH,73,307,53,105,14,8,13,40,14,59,33,6,.342,.370,.567,.937
221RyanR ZimmermanZimmerman3B221‌‌‌,2011,WSH,101,395,52,114,21,2,12,49,41,73,3,1,.289,.355,.443,.798
221VanceV LawLaw2B221‌‌‌,1987,MON,133,436,52,119,27,1,12,56,51,62,8,5,.273,.347,.422,.769
221YanY GomesGomesC221‌‌‌,2019,WSH,97,314,36,70,16,0,12,43,38,84,2,0,.223,.316,.389,.705
221WillieW DavisDavisCF221‌‌‌,1974,MON,153,611,86,180,27,9,12,89,27,69,25,7,.295,.322,.427,.749
221MichaelM BarrettBarrettC221‌‌‌,2002,MON,117,376,41,99,20,1,12,49,40,65,6,3,.263,.332,.418,.750
PLAYERPLAYER,YEARYEAR,TEAMTEAM,GG,ABAB,RR,HH,2B2B,3B3B,caret-upcaret-downHRcaret-upcaret-downHR,RBIRBI,BBBB,SOSO,SBSB,CSCS,AVGAVG,OBPOBP,SLGSLG,OPSOPS
